,ABEV3 BZ EQUITY,ELET6 BZ EQUITY,BPAC11 BZ EQUITY,CSMG3 BZ EQUITY,FLRY3 BZ EQUITY,CCRO3 BZ EQUITY,CSNA3 BZ EQUITY,AZUL4 BZ EQUITY,EMBR3 BZ EQUITY,GFSA3 BZ EQUITY,CESP6 BZ EQUITY,BRAP4 BZ EQUITY,B3SA3 BZ EQUITY,ENAT3 BZ EQUITY,CIEL3 BZ EQUITY,GGBR4 BZ EQUITY,BRDT3 BZ EQUITY,CVCB3 BZ EQUITY,ENBR3 BZ EQUITY,BRFS3 BZ EQUITY,GNDI3 BZ EQUITY,BBAS3 BZ EQUITY,CMIG3 BZ EQUITY,CYRE3 BZ EQUITY,BRKM5 BZ EQUITY,ENGI11 BZ EQUITY,BBDC3 BZ EQUITY,CMIG4 BZ EQUITY,DTEX3 BZ EQUITY,GOAU4 BZ EQUITY,EQTL3 BZ EQUITY,BRML3 BZ EQUITY,BBDC4 BZ EQUITY,ECOR3 BZ EQUITY,CPLE6 BZ EQUITY,GOLL4 BZ EQUITY,YDUQ3 BZ EQUITY,EGIE3 BZ EQUITY,BRSR6 BZ EQUITY,CRFB3 BZ EQUITY,BBSE3 BZ EQUITY,EZTC3 BZ EQUITY,HAPV3 BZ EQUITY,BEEF3 BZ EQUITY,BTOW3 BZ EQUITY,CSAN3 BZ EQUITY,ELET3 BZ EQUITY,HGTX3 BZ EQUITY,HYPE3 BZ EQUITY,LAME4 BZ EQUITY,MULT3 BZ EQUITY,SEER3 BZ EQUITY,QUAL3 BZ EQUITY,TIET11 BZ EQUITY,IGTA3 BZ EQUITY,LIGT3 BZ EQUITY,RADL3 BZ EQUITY,TIMP3 BZ EQUITY,SLCE3 BZ EQUITY,MYPK3 BZ EQUITY,IRBR3 BZ EQUITY,RAIL3 BZ EQUITY,LINX3 BZ EQUITY,SMLS3 BZ EQUITY,NTCO3 BZ EQUITY,TOTS3 BZ EQUITY,ITSA4 BZ EQUITY,LREN3 BZ EQUITY,SMTO3 BZ EQUITY,ODPV3 BZ EQUITY,TRPL4 BZ EQUITY,RAPT4 BZ EQUITY,ITUB4 BZ EQUITY,MDIA3 BZ EQUITY,PETR3 BZ EQUITY,SULA11 BZ EQUITY,TUPY3 BZ EQUITY,RENT3 BZ EQUITY,MGLU3 BZ EQUITY,JBSS3 BZ EQUITY,SUZB3 BZ EQUITY,PETR4 BZ EQUITY,UGPA3 BZ EQUITY,SANB11 BZ EQUITY,MRFG3 BZ EQUITY,TAEE11 BZ EQUITY,POMO4 BZ EQUITY,USIM5 BZ EQUITY,SAPR11 BZ EQUITY,MRVE3 BZ EQUITY,KLBN11 BZ EQUITY,TEND3 BZ EQUITY,VALE3 BZ EQUITY,COGN3 BZ EQUITY,VIVT4 BZ EQUITY,PSSA3 BZ EQUITY,SBSP3 BZ EQUITY,PTBL3 BZ EQUITY,VVAR3 BZ EQUITY,PRNR3 BZ EQUITY,BPAN4 BZ EQUITY,GUAR3 BZ EQUITY,LOGN3 BZ EQUITY,SAPR4 BZ EQUITY,WEGE3 BZ EQUITY,MTRE3 BZ EQUITY,MOVI3 BZ EQUITY,CNTO3 BZ EQUITY,ARZZ3 BZ EQUITY,STBP3 BZ EQUITY,OIBR3 BZ EQUITY,ABCB4 BZ EQUITY,NEOE3 BZ EQUITY,BKBR3 BZ EQUITY,LCAM3 BZ EQUITY,SHOW3 BZ EQUITY,OIBR4 BZ EQUITY,ALPA4 BZ EQUITY,ALSO3 BZ EQUITY,HBOR3 BZ EQUITY,BIDI4 BZ EQUITY,UNIP6 BZ EQUITY,OMGE3 BZ EQUITY,GRND3 BZ EQUITY,POMO3 BZ EQUITY,DIRR3 BZ EQUITY,VIVA3 BZ EQUITY,GBIO33 BZ EQUITY,PMAM3 BZ EQUITY,LEVE3 BZ EQUITY,VLID3 BZ EQUITY,TCSA3 BZ EQUITY,CEAB3 BZ EQUITY,PRIO3 BZ EQUITY,AALR3 BZ EQUITY,ENEV3 BZ EQUITY,VULC3 BZ EQUITY,CGAS5 BZ EQUITY,ANIM3 BZ EQUITY,ALUP11 BZ EQUITY,PARD3 BZ EQUITY,KLBN4 BZ EQUITY,WIZS3 BZ EQUITY,CPFE3 BZ EQUITY,CLSC4 BZ EQUITY,ENGI3 BZ EQUITY,LWSA3 BZ EQUITY,APER3 BZ EQUITY,CAML3 BZ EQUITY,JHSF3 BZ EQUITY,BEES3 BZ EQUITY,SOMA3 BZ EQUITY,WHRL4 BZ EQUITY,SQIA3 BZ EQUITY,BRPR3 BZ EQUITY,SHUL4 BZ EQUITY,JSLG3 BZ EQUITY,AMBP3 BZ EQUITY,RLOG3 BZ EQUITY,GOAU3 BZ EQUITY,LOGG3 BZ EQUITY,FESA4 BZ EQUITY,MEAL3 BZ EQUITY,LJQQ3 BZ EQUITY,DMMO3 BZ EQUITY,TECN3 BZ EQUITY,SCAR3 BZ EQUITY,AGRO3 BZ EQUITY,CCPR3 BZ EQUITY,AURA33 BZ EQUITY,TIET3 BZ EQUITY,COCE5 BZ EQUITY,TRIS3 BZ EQUITY,EVEN3 BZ EQUITY,ITSA3 BZ EQUITY,DMVF3 BZ EQUITY,GEPA4 BZ EQUITY,LLIS3 BZ EQUITY,BBRK3 BZ EQUITY,BIDI11 BZ EQUITY,PGMN3 BZ EQUITY,BSEV3 BZ EQUITY,TGMA3 BZ EQUITY,AMAR3 BZ EQUITY,MILS3 BZ EQUITY,JPSA3 BZ EQUITY,LAVV3 BZ EQUITY,OFSA3 BZ EQUITY,HBSA3 BZ EQUITY,BMGB4 BZ EQUITY,LPSB3 BZ EQUITY,TFCO4 BZ EQUITY,PETZ3 BZ EQUITY,VAMO3 BZ EQUITY,MELK3 BZ EQUITY,PCAR3 BZ EQUITY,BMOB3 BZ EQUITY,ENJU3 BZ EQUITY,ESPA3 BZ EQUITY,BOAS3 BZ EQUITY,WEST3 BZ EQUITY,MDNE3 BZ EQUITY,CURY3 BZ EQUITY,INTB3 BZ EQUITY,ELMD3 BZ EQUITY,RDOR3 BZ EQUITY,MOSI3 BZ EQUITY,PLPL3 BZ EQUITY,ORVR3 BZ EQUITY,RRRP3 BZ EQUITY,MBLY3 BZ EQUITY,SEQL3 BZ EQUITY,CMIN3 BZ EQUITY,JALL3 BZ EQUITY,CASH3 BZ EQUITY,GMAT3 BZ EQUITY,OPCT3 BZ EQUITY,POWE3 BZ EQUITY,ALPK3 BZ EQUITY,NGRD3 BZ EQUITY,HBRE3 BZ EQUITY,CSED3 BZ EQUITY,AERI3 BZ EQUITY
2021-01-18,16.22,32.606,92.27,15.904,27.372,13.15,35.04,38.1,9.38,4.13,30.58,72.64,59.567,12.15,3.805,26.327,21.76,20.16,20.16,20.39,99.0,35.215,16.51,28.55,24.83,46.512,23.54,14.43,19.279,11.813,22.86,9.36,26.764,13.04,6.526,23.79,34.45,44.5,13.934,20.0,28.567,39.24,17.93,9.77,82.15,82.22,32.328,17.06,34.339,24.37,21.42,15.55,33.28,17.358,34.57,21.97,26.93,,34.44,15.59,7.65,20.92,37.84,22.72,51.94,28.8,11.545,43.053,31.65,14.801,27.194,14.94,30.88,32.76,28.76,41.78,22.78,70.69,24.45,24.25,63.29,28.07,21.803,43.772,13.88,33.42,3.12,15.06,23.57,19.873,29.1,29.84,90.244,4.6899999999999995,,49.99,41.8,6.6899999999999995,14.54,8.49,9.45,14.68,15.3,4.67,91.755,16.42,21.57,26.55,68.71,5.92,2.42,16.17,18.47,11.13,28.418,4.2,2.9699999999999998,42.22,27.39,10.75,43.958,51.48,42.83,8.04,2.94,14.16,26.9,,9.26,20.14,9.39,9.25,12.32,72.84,11.44,16.715,8.12,167.193,12.233,27.22,23.025,5.71,7.82,31.95,55.56,15.639,27.683,34.22,11.303,7.41,5.439,15.09,8.04,21.61,9.475999999999999,13.93,9.1,26.22,19.99,10.462,33.733,21.58,4.0,15.67,1.17,1.27,41.04,26.99,12.98,57.577,3.476,57.02,11.22,11.72,11.989,12.45,44.0,4.77,2.23,132.165,10.69,7.28,27.0,6.15,6.21,24.64,8.55,35.78,7.01,5.57,4.66,12.4,21.5,,6.59,15.338,,15.55,,12.06,,10.1,11.15,,,67.25,,7.09,,35.42,,29.19,,,25.73,8.9,,,9.09,11.0,,,13.13
2021-01-19,16.27,32.12,95.15,15.534,26.999,13.01,33.04,37.59,9.47,4.11,30.75,71.71,59.361,12.13,3.765,25.551,21.75,19.87,20.17,20.41,96.8,34.617,16.23,28.26,25.38,46.619,23.101,14.18,20.529,11.515,22.77,9.45,26.335,12.98,6.499,23.24,34.5,44.99,13.668,19.94,28.351,39.6,17.37,9.58,80.62,82.35,31.793,16.71,35.072,24.65,21.19,15.43,32.52,17.558,34.6,21.59,26.77,,33.8,15.24,7.6,21.1,37.82,22.07,51.18,29.52,11.366,43.822,32.08,14.432,27.097,14.68,30.514,32.49,29.12,41.39,22.27,68.8,24.08,24.47,65.21,28.69,21.685,42.825,13.67,33.73,3.03,14.35,23.26,19.74,29.13,29.86,90.005,4.63,,49.71,41.58,6.681,14.32,8.55,9.53,14.54,15.43,4.64,89.157,16.13,20.83,25.75,70.25,6.2,2.37,15.9,18.32,10.88,28.099,4.09,2.89,42.0,26.76,10.52,45.188,49.9,42.04,8.15,2.85,14.02,26.7,,9.15,20.33,9.35,9.09,12.38,73.5,11.34,16.663,8.08,168.226,12.55,26.98,23.085,5.71,7.83,31.69,55.13,15.462,26.283,35.185,10.985,7.34,5.409,15.63,8.12,21.73,9.516,14.02,9.05,26.95,20.55,10.155,33.297,21.57,3.64,15.6,1.13,1.27,40.5,26.21,12.76,57.147,3.496,58.54,11.22,11.6,11.82,12.43,44.0,4.74,2.19,134.964,10.72,7.71,26.31,6.14,6.14,24.41,8.48,36.2,7.31,5.5600000000000005,4.5600000000000005,12.06,21.41,,6.38,15.718,,15.08,,12.06,,10.58,11.39,,,67.9,,6.95,,35.6,,28.65,,,24.87,8.91,,,8.99,11.41,,,11.96
2021-01-20,16.02,31.882,93.9,15.319,26.695,12.9,33.1,37.91,9.16,4.29,30.1,70.91,58.783,11.79,3.745,25.023,21.53,19.8,20.05,20.41,98.09,33.843,16.14,28.42,25.21,46.492,22.642,13.84,21.047,11.337,22.28,9.4,25.786,12.75,6.513,23.23,34.68,44.02,13.57,19.54,28.174,39.0,17.37,9.5,87.5,80.77,31.507,17.01,34.656,25.65,20.96,15.35,32.35,17.078,34.01,20.29,26.181,,34.41,15.18,7.66,21.03,38.29,21.95,50.02,29.87,11.188,43.033,31.26,14.452,26.67,14.4,30.009,31.97,28.63,40.9,21.79,69.57,25.42,24.75,65.9,28.21,22.037,41.729,13.53,33.16,3.02,14.11,22.65,19.72,29.11,29.84,88.34,4.64,,49.84,40.71,6.937,14.57,8.33,9.7,14.24,15.28,4.51,88.262,16.22,20.38,25.99,70.0,6.23,2.27,15.73,18.11,10.7,27.85,3.94,2.79,41.9,26.9,10.24,46.138,52.1,41.71,7.98,2.85,13.86,26.46,,9.06,20.03,8.92,9.01,12.45,70.81,11.08,16.43,8.12,166.27,12.307,26.53,23.404,5.73,7.76,31.41,55.82,15.481,27.35,34.641,10.915,7.35,5.31,15.71,8.05,21.8,9.456,14.29,9.0,26.4,20.09,10.055,33.406,22.26,3.67,15.77,1.1,1.25,40.26,26.64,12.56,58.025,3.416,58.45,11.22,11.61,11.81,12.27,43.2,4.67,2.25,137.964,10.74,9.05,26.05,6.38,6.32,23.9,8.58,35.7,7.36,5.45,4.65,12.15,21.79,,6.4,15.452,,16.1,,11.4,,10.49,11.56,,,68.0,,7.14,,35.5,,28.86,,,28.28,8.87,,,8.95,11.51,,,13.0
2021-01-21,15.61,29.921,92.82,14.969,26.411,12.56,33.42,38.3,8.88,4.19,30.0,71.14,56.922,11.83,3.6550000000000002,24.904,20.83,19.26,19.68,20.05,98.62,33.5,16.17,26.9,24.83,46.697,22.233,13.83,19.582,11.356,22.0,9.37,25.417,12.66,6.628,22.76,33.83,43.61,13.501,19.15,28.311,36.8,17.62,9.34,89.79,77.62,29.884,16.87,34.398,25.29,20.59,15.01,32.85,16.869,33.1,20.02,25.442,,34.9,14.18,7.6,20.89,38.01,21.3,49.16,29.75,10.959,42.284,30.62,14.402,26.457,14.4,29.603,31.06,28.09,40.45,21.29,67.91,25.49,24.47,65.43,27.55,21.979,40.722,13.33,32.83,2.88,14.16,22.01,19.1,29.14,28.57,89.335,4.5,,50.03,40.26,7.291,14.26,8.31,9.45,14.28,15.15,4.38,87.217,15.8,19.69,25.12,70.0,6.24,2.2,15.45,17.91,10.23,27.192,3.8,2.71,41.2,26.27,9.95,44.828,50.96,41.41,7.83,2.7,13.22,25.92,,9.0,19.45,8.75,8.81,12.42,74.28,10.82,16.17,7.98,164.304,11.877,26.01,22.228,5.79,7.68,31.01,54.1,15.659,29.403,36.835,10.796,7.16,5.181,15.5,8.1,22.92,9.059,13.85,9.15,26.4,19.17,10.065,33.822,23.4,3.71,16.28,1.05,1.22,39.38,26.41,12.28,56.97,3.386,57.89,10.84,11.12,11.651,11.99,43.2,4.63,2.27,133.505,10.4,8.05,25.78,6.09,6.05,23.18,8.34,34.91,7.43,5.34,4.5,12.79,22.3,,6.22,15.202,,16.1,,11.6,,10.06,11.56,,,67.92,,6.85,,35.0,,29.45,,,32.56,8.71,,,8.9,11.73,,,12.82
2021-01-22,15.15,29.112,92.88,15.076,26.156,12.51,33.98,38.91,8.66,4.35,29.81,70.87,57.363,11.67,3.605,25.242,20.9,18.3,19.46,20.69,97.54,33.02,15.94,26.0,24.01,46.522,21.864,13.8,18.957,11.515,22.0,9.17,24.948,12.52,6.531,22.95,33.34,43.33,13.285,19.04,27.948,36.14,17.38,9.18,89.31,77.0,28.872,16.79,34.319,24.77,20.38,15.0,32.28,16.918,32.65,19.85,25.012,,34.37,14.1,6.92,20.85,38.15,21.0,49.33,30.07,10.801,40.947,30.31,13.993,26.254,14.46,28.97,30.13,27.73,39.94,21.22,67.51,25.99,24.51,64.36,27.09,21.412,40.463,13.19,32.5,2.87,14.16,21.68,19.03,28.73,28.28,89.153,4.41,,49.37,40.98,7.39,14.19,8.5,9.36,14.05,15.05,4.3,88.531,16.2,19.63,24.55,69.48,6.1,2.2,15.48,17.62,9.89,26.973,3.6,2.74,40.46,26.18,9.72,44.988,50.83,41.75,7.76,2.66,13.52,25.93,,9.02,18.97,8.72,8.7,12.01,72.0,10.71,16.033,8.06,163.014,11.583,25.49,21.51,5.71,7.74,30.48,52.01,15.136,28.565,35.12,10.616,7.06,5.082,14.99,7.85,21.87,8.83,13.76,9.03,26.2,18.94,10.125,33.139,23.39,3.71,16.3,1.01,1.22,38.9,26.39,12.03,56.484,3.386,56.93,10.41,10.87,11.612,11.71,43.0,4.45,2.18,135.144,10.3,7.43,25.18,6.06,5.96,23.08,8.31,33.83,7.25,5.46,4.4,13.0,22.03,,6.09,15.08,,16.06,,11.21,,9.9,11.04,,,67.3,,6.6899999999999995,,34.28,,28.2,,,30.96,8.88,,,8.7,11.59,19.1,,12.36
2021-01-26,15.4,27.132,91.5,14.881,26.205,12.15,33.0,37.87,8.65,4.34,29.42,70.17,58.097,11.59,3.665,23.938,22.9,17.44,19.19,20.41,98.56,32.138,15.83,25.54,23.65,46.531,21.396,13.48,19.386,10.85,21.87,9.34,24.35,12.16,6.366,22.21,33.44,42.73,13.098,19.25,27.977,35.4,17.9,9.06,85.85,75.75,26.074,16.69,33.913,24.35,20.51,14.88,31.79,16.749,33.19,20.04,25.841,,34.64,14.19,6.53,20.67,37.69,20.51,50.1,30.11,10.563,41.346,30.43,14.322,26.079,13.93,28.008,30.85,27.6,40.05,21.26,65.96,25.75,24.14,66.2,27.0,21.578,39.158,12.8,32.15,2.85,13.52,21.48,18.67,29.3,28.82,87.795,4.33,,48.76,40.6,7.508,14.52,8.33,9.18,14.32,14.73,4.28,88.511,15.93,18.8,25.08,69.01,5.9,2.03,15.29,17.35,9.88,26.754,3.38,2.6,40.83,26.07,9.49,46.758,52.52,39.86,7.75,2.7,13.38,25.42,,8.88,18.97,8.31,8.67,12.33,70.6,10.5,15.975,8.31,162.845,11.343,25.15,21.47,5.79,7.78,30.37,50.5,15.678,27.783,36.563,10.527,7.04,5.102,15.73,7.8,21.61,9.078,13.3,8.79,25.95,18.55,9.718,33.208,22.34,3.65,17.29,0.91,1.22,38.96,26.6,11.99,57.138,3.366,54.75,10.49,11.01,11.493,11.7,40.45,4.46,2.11,140.553,10.62,7.99,24.8,6.11,5.86,23.5,8.13,33.0,6.96,5.33,4.5600000000000005,13.39,22.6,,6.2,15.07,,16.04,,10.56,,9.69,11.05,,,66.39,,6.74,,32.29,,29.0,,,26.5,8.96,,,8.58,9.89,18.9,,12.22
2021-01-27,15.39,27.57,90.1,15.018,26.038,12.5,32.1,39.95,8.84,4.26,29.44,67.72,57.784,11.4,4.155,23.5,23.39,18.02,19.36,20.98,94.83,32.922,15.82,25.79,23.22,48.357,21.575,13.46,19.787,10.671,22.14,9.34,24.739,12.54,6.445,23.04,33.31,43.06,13.02,19.28,27.535,36.83,17.24,9.24,84.77,76.8,26.829,16.94,33.042,24.4,20.44,14.92,32.02,17.068,33.15,20.08,25.142,,34.51,13.99,6.51,20.74,37.6,21.17,49.42,28.74,10.523,41.615,30.01,14.182,26.176,14.02,27.988,30.73,27.98,39.93,21.3,64.88,25.79,23.91,62.3,27.38,21.529,38.918,13.07,32.3,2.91,13.16,21.75,18.81,28.2,28.57,85.355,4.37,,47.97,40.94,7.92,14.17,8.29,9.27,14.55,14.72,4.34,87.814,15.59,18.59,24.65,71.03,6.0,2.1,15.15,17.33,9.91,26.176,3.34,2.69,40.15,26.22,9.73,41.459,49.81,39.51,7.7,2.76,13.4,25.5,,8.66,19.09,8.55,8.51,12.52,69.12,10.5,15.963,8.13,162.865,11.447,25.58,21.42,5.55,7.72,30.85,52.15,16.536,24.525,36.554,10.547,7.09,5.131,15.4,7.74,21.19,8.989,13.44,9.45,25.94,19.06,9.48,33.198,21.63,3.54,17.07,0.88,1.24,39.01,25.73,12.48,54.757,3.406,54.91,10.69,11.23,11.533,11.5,40.0,4.58,2.04,125.397,10.36,8.08,24.93,6.04,5.83,23.44,8.24,33.11,7.02,5.29,4.67,14.0,21.6,,6.16,14.812,,16.06,,9.61,,9.58,11.02,,,64.15,,6.85,,32.69,,26.93,,,25.48,8.7,,,8.45,8.43,17.95,,11.75
2021-01-28,15.54,28.341,98.03,15.505,26.371,12.69,33.14,41.44,9.13,4.52,29.99,65.99,60.047,11.77,4.125,24.177,23.8,19.24,19.86,21.65,97.72,33.853,16.65,26.65,23.83,49.479,22.243,14.15,19.347,10.909,22.75,9.89,25.467,12.91,6.616,24.61,34.32,43.86,13.295,19.48,27.761,37.94,17.84,9.5,86.2,77.15,27.908,17.64,33.874,24.85,21.8,15.29,32.44,17.178,35.47,20.95,25.322,,34.22,14.44,7.67,20.92,37.9,21.63,50.3,29.46,10.911,43.153,30.4,14.502,26.089,14.93,29.138,31.24,28.6,41.38,21.87,67.24,26.19,24.3,62.93,27.76,22.448,40.473,13.28,32.5,3.03,13.91,22.09,19.61,28.12,29.39,87.173,4.59,,50.04,41.86,7.86,15.29,8.32,9.62,15.5,15.25,4.38,87.536,15.77,19.67,25.75,72.59,6.25,2.1,15.5,18.2,9.99,27.282,3.49,2.71,40.35,28.32,10.36,43.818,51.04,40.3,7.9,2.87,14.09,26.33,,9.39,19.34,8.88,8.65,13.09,71.78,10.57,16.435,8.36,163.093,11.62,26.03,21.61,5.54,7.9,31.4,52.14,17.541,25.918,37.7,10.895,7.33,5.161,15.41,7.8,21.45,9.148,13.63,9.41,25.8,19.2,9.738,34.248,21.47,3.65,17.6,0.99,1.25,38.94,26.16,12.61,56.064,3.466,55.2,10.91,11.48,11.732,11.68,40.0,4.58,2.07,131.285,10.37,8.05,25.65,6.49,5.9399999999999995,24.92,8.28,32.75,6.97,5.39,4.6,13.93,21.8,26.0,6.3,15.102,,16.4,,10.08,,9.87,11.08,,,65.01,,6.9399999999999995,,33.5,,28.59,,,27.44,8.69,,,8.61,8.68,17.1,,12.22
2021-01-29,15.11,27.36,95.05,15.105,25.753,12.12,30.4,40.34,8.79,4.53,29.25,62.51,58.587,11.45,4.105,23.142,23.26,19.04,19.29,21.22,94.5,33.186,16.2,25.63,24.22,48.074,21.585,13.7,19.406,10.512,22.52,9.55,24.679,12.13,6.5280000000000005,23.95,33.55,42.96,13.236,19.04,27.2,36.68,17.17,9.28,82.32,75.06,27.392,17.26,31.982,24.09,21.2,14.71,31.11,16.819,34.31,20.56,24.892,,34.63,13.99,7.2,20.3,37.68,21.47,49.06,28.4,10.553,41.396,29.79,14.142,25.527,13.91,28.097,30.14,27.33,39.91,21.13,63.88,25.27,24.18,62.05,26.69,21.285,39.128,13.29,32.09,2.91,13.2,21.8,19.0,28.1,29.07,84.159,4.52,,48.18,40.87,7.96,14.69,8.14,9.39,14.95,14.61,4.31,83.376,15.48,18.88,25.5,70.57,6.16,2.08,15.11,18.07,9.6,26.057,3.51,2.66,38.84,27.61,10.11,43.548,50.0,40.27,7.71,2.71,13.91,25.48,,9.2,18.89,8.61,8.65,12.5,70.49,10.69,15.65,8.17,162.319,11.177,25.65,21.52,5.46,7.67,31.11,52.0,17.078,25.555,36.97,10.537,7.22,5.112,14.97,7.91,21.88,8.949,13.4,9.56,25.22,18.82,9.47,33.159,21.27,3.52,17.75,0.97,1.22,38.12,25.78,12.6,57.138,3.356,55.29,10.8,11.34,11.563,11.5,39.9,4.44,2.05,132.215,10.15,8.15,25.25,6.26,5.75,24.33,8.25,32.74,6.7,5.27,4.58,13.9,21.5,31.05,6.36,15.094,,15.85,17.9,9.51,,9.58,10.8,,,65.7,,6.79,,32.5,,27.97,,,27.6,8.43,,,8.33,9.04,16.9,,11.84
2021-02-01,15.6,29.816,98.47,15.378,26.754,12.21,31.69,41.4,8.93,4.89,29.5,64.76,60.008,11.77,4.194,23.132,23.77,19.24,19.5,21.05,96.57,33.608,16.64,26.42,25.56,48.22,22.044,14.14,20.138,10.600999999999999,22.6,9.67,25.188,12.22,6.54,24.82,33.82,43.78,13.266,19.44,27.584,37.93,17.51,9.26,83.56,76.88,29.435,17.26,32.744,23.93,21.31,14.89,30.88,16.819,34.72,21.12,25.002,,35.0,13.94,7.33,21.1,37.75,21.78,48.46,28.36,10.732,40.997,30.84,14.472,25.828,14.42,28.846,30.5,28.11,39.51,22.4,63.95,24.93,24.23,64.23,27.53,21.715,40.663,13.31,32.67,2.96,13.35,21.86,19.32,28.7,28.65,87.335,4.54,,48.76,41.57,8.96,14.38,8.05,9.97,15.1,14.75,4.35,84.122,15.45,19.05,24.99,71.9,6.49,2.26,15.62,18.19,9.52,25.898,3.48,2.86,38.78,28.06,10.28,42.409,52.73,40.29,7.73,2.75,14.15,25.75,,9.2,18.98,8.74,8.6,12.65,73.47,10.65,17.765,8.74,158.248,11.043,25.7,21.5,5.63,7.77,31.56,53.88,16.979,26.66,36.46,11.054,7.33,5.121,15.27,7.99,21.98,8.889,13.74,9.75,25.01,19.13,9.47,33.159,21.47,3.57,19.2,0.95,1.27,38.68,26.5,12.88,57.418,3.366,57.21,11.2,11.48,11.593,11.7,39.7,4.57,2.09,129.726,9.96,7.99,25.45,6.26,5.66,24.6,8.38,32.59,6.79,5.71,4.58,14.0,21.6,33.0,6.3,15.88,,16.75,20.98,9.89,,9.82,11.05,,,67.8,,6.96,,33.06,,29.02,,,27.95,8.43,,,8.72,9.36,16.7,,12.45
2021-02-02,15.61,30.768,98.83,15.514,28.146,12.41,30.6,42.14,9.53,4.82,29.7,61.06,61.419,12.05,4.22,22.863,23.34,19.97,19.83,21.9,97.89,33.382,16.74,27.1,27.18,49.567,22.001,14.28,20.119,10.452,22.82,9.87,25.087,12.53,6.62,25.37,34.83,44.25,13.285,19.48,27.82,38.69,17.76,9.31,89.3,78.58,29.913,17.96,32.933,25.25,21.3,15.49,31.75,16.789,34.98,21.63,25.242,,36.6,14.44,7.24,20.77,37.75,21.49,49.26,30.28,10.752,40.937,30.48,14.572,25.518,14.35,28.231,31.15,29.08,39.8,22.69,67.51,25.3,24.52,63.08,28.66,22.311,40.862,13.55,33.2,3.06,13.07,22.28,19.4,28.14,29.11,83.881,4.65,,49.29,42.24,9.38,15.28,8.08,10.07,15.07,15.55,4.42,84.58,15.45,19.7,25.35,72.5,6.48,2.23,15.89,18.78,9.81,27.352,3.68,2.8,39.03,28.41,10.59,46.987,55.64,40.98,7.85,2.79,14.38,25.84,,9.3,19.26,8.85,8.71,12.47,77.83,11.1,18.0,8.77,158.824,11.133,25.99,22.616,5.52,8.19,32.37,55.43,17.304,27.84,37.5,11.134,7.61,5.21,15.33,7.87,23.84,9.019,14.0,9.82,25.5,19.67,9.45,33.456,21.53,3.61,19.5,1.04,1.29,39.09,25.78,13.05,56.858,3.396,57.37,11.36,11.91,11.792,11.83,39.7,4.7,2.22,141.823,10.04,7.82,26.42,6.28,6.09,24.7,8.51,33.79,6.77,5.64,4.68,14.1,21.8,32.6,6.26,16.336,,17.64,21.3,10.18,,9.92,11.16,,,68.55,,6.85,,33.95,,28.97,,,28.67,8.36,,,8.89,9.3,17.2,,12.43
2021-02-03,15.68,31.301,106.47,15.573,27.793,12.61,31.18,42.51,9.64,5.42,30.51,62.4,61.683,12.25,4.2,23.421,22.99,19.52,19.91,22.57,97.53,33.647,16.92,28.14,28.87,50.758,22.141,14.42,20.138,10.75,23.24,10.14,25.207,12.75,6.603,25.0,34.39,45.0,13.364,19.64,27.879,39.18,17.69,9.5,90.39,78.95,30.285,17.85,32.705,25.25,22.5,15.26,31.62,16.809,36.39,21.7,25.412,,37.89,14.35,7.29,21.7,37.92,21.94,50.0,29.58,10.762,41.765,30.4,14.172,25.682,14.26,28.093,31.83,29.3,40.4,22.73,68.8,25.65,24.83,63.85,28.85,22.917,40.702,14.07,33.3,3.04,13.02,22.26,20.2,28.29,29.29,86.532,4.74,,49.85,41.73,9.7,15.08,8.09,11.29,15.16,16.68,4.43,88.232,15.56,19.86,25.01,72.5,6.54,2.19,15.9,19.0,9.93,27.949,3.71,2.8,40.61,29.03,10.82,51.946,58.85,41.05,7.72,2.82,14.76,26.2,,9.31,19.48,8.89,9.13,12.38,76.88,11.5,18.27,8.87,161.971,11.17,25.85,22.307,5.54,7.98,32.72,55.73,18.526,27.7,40.3,11.363,7.88,5.22,15.13,7.89,23.37,9.019,13.89,9.84,25.5,19.62,9.579,33.228,21.2,3.69,19.85,1.03,1.4,41.3,24.95,13.02,58.165,3.386,56.12,11.45,12.12,11.732,11.88,39.7,4.65,2.38,155.759,10.0,7.95,26.25,6.33,6.2,25.12,8.43,34.0,6.72,5.6899999999999995,4.75,14.08,21.97,32.9,6.44,16.398,,19.0,21.4,10.15,,10.2,11.39,15.75,,71.0,,6.8,,34.26,,28.87,,,32.45,8.39,,,8.86,8.87,17.6,,12.11
