,ABEV3 BZ EQUITY,ELET6 BZ EQUITY,BPAC11 BZ EQUITY,CSMG3 BZ EQUITY,FLRY3 BZ EQUITY,CCRO3 BZ EQUITY,CSNA3 BZ EQUITY,AZUL4 BZ EQUITY,EMBR3 BZ EQUITY,GFSA3 BZ EQUITY,CESP6 BZ EQUITY,BRAP4 BZ EQUITY,B3SA3 BZ EQUITY,ENAT3 BZ EQUITY,CIEL3 BZ EQUITY,GGBR4 BZ EQUITY,BRDT3 BZ EQUITY,CVCB3 BZ EQUITY,ENBR3 BZ EQUITY,BRFS3 BZ EQUITY,GNDI3 BZ EQUITY,BBAS3 BZ EQUITY,CMIG3 BZ EQUITY,CYRE3 BZ EQUITY,BRKM5 BZ EQUITY,ENGI11 BZ EQUITY,BBDC3 BZ EQUITY,CMIG4 BZ EQUITY,DTEX3 BZ EQUITY,GOAU4 BZ EQUITY,EQTL3 BZ EQUITY,BRML3 BZ EQUITY,BBDC4 BZ EQUITY,ECOR3 BZ EQUITY,CPLE6 BZ EQUITY,GOLL4 BZ EQUITY,YDUQ3 BZ EQUITY,EGIE3 BZ EQUITY,BRSR6 BZ EQUITY,CRFB3 BZ EQUITY,BBSE3 BZ EQUITY,EZTC3 BZ EQUITY,HAPV3 BZ EQUITY,BEEF3 BZ EQUITY,BTOW3 BZ EQUITY,CSAN3 BZ EQUITY,ELET3 BZ EQUITY,HGTX3 BZ EQUITY,HYPE3 BZ EQUITY,LAME4 BZ EQUITY,MULT3 BZ EQUITY,SEER3 BZ EQUITY,QUAL3 BZ EQUITY,TIET11 BZ EQUITY,IGTA3 BZ EQUITY,LIGT3 BZ EQUITY,RADL3 BZ EQUITY,TIMP3 BZ EQUITY,SLCE3 BZ EQUITY,MYPK3 BZ EQUITY,IRBR3 BZ EQUITY,RAIL3 BZ EQUITY,LINX3 BZ EQUITY,SMLS3 BZ EQUITY,NTCO3 BZ EQUITY,TOTS3 BZ EQUITY,ITSA4 BZ EQUITY,LREN3 BZ EQUITY,SMTO3 BZ EQUITY,ODPV3 BZ EQUITY,TRPL4 BZ EQUITY,RAPT4 BZ EQUITY,ITUB4 BZ EQUITY,MDIA3 BZ EQUITY,PETR3 BZ EQUITY,SULA11 BZ EQUITY,TUPY3 BZ EQUITY,RENT3 BZ EQUITY,MGLU3 BZ EQUITY,JBSS3 BZ EQUITY,SUZB3 BZ EQUITY,PETR4 BZ EQUITY,UGPA3 BZ EQUITY,SANB11 BZ EQUITY,MRFG3 BZ EQUITY,TAEE11 BZ EQUITY,POMO4 BZ EQUITY,USIM5 BZ EQUITY,SAPR11 BZ EQUITY,MRVE3 BZ EQUITY,KLBN11 BZ EQUITY,TEND3 BZ EQUITY,VALE3 BZ EQUITY,COGN3 BZ EQUITY,VIVT4 BZ EQUITY,PSSA3 BZ EQUITY,SBSP3 BZ EQUITY,PTBL3 BZ EQUITY,VVAR3 BZ EQUITY,PRNR3 BZ EQUITY,BPAN4 BZ EQUITY,GUAR3 BZ EQUITY,LOGN3 BZ EQUITY,SAPR4 BZ EQUITY,WEGE3 BZ EQUITY,MTRE3 BZ EQUITY,MOVI3 BZ EQUITY,CNTO3 BZ EQUITY,ARZZ3 BZ EQUITY,STBP3 BZ EQUITY,OIBR3 BZ EQUITY,ABCB4 BZ EQUITY,NEOE3 BZ EQUITY,BKBR3 BZ EQUITY,LCAM3 BZ EQUITY,SHOW3 BZ EQUITY,OIBR4 BZ EQUITY,ALPA4 BZ EQUITY,ALSO3 BZ EQUITY,HBOR3 BZ EQUITY,BIDI4 BZ EQUITY,UNIP6 BZ EQUITY,OMGE3 BZ EQUITY,GRND3 BZ EQUITY,POMO3 BZ EQUITY,DIRR3 BZ EQUITY,VIVA3 BZ EQUITY,GBIO33 BZ EQUITY,PMAM3 BZ EQUITY,LEVE3 BZ EQUITY,VLID3 BZ EQUITY,TCSA3 BZ EQUITY,CEAB3 BZ EQUITY,PRIO3 BZ EQUITY,AALR3 BZ EQUITY,ENEV3 BZ EQUITY,VULC3 BZ EQUITY,CGAS5 BZ EQUITY,ANIM3 BZ EQUITY,ALUP11 BZ EQUITY,PARD3 BZ EQUITY,KLBN4 BZ EQUITY,WIZS3 BZ EQUITY,CPFE3 BZ EQUITY,CLSC4 BZ EQUITY,ENGI3 BZ EQUITY,LWSA3 BZ EQUITY,APER3 BZ EQUITY,CAML3 BZ EQUITY,JHSF3 BZ EQUITY,BEES3 BZ EQUITY,SOMA3 BZ EQUITY,WHRL4 BZ EQUITY,SQIA3 BZ EQUITY,BRPR3 BZ EQUITY,SHUL4 BZ EQUITY,JSLG3 BZ EQUITY,AMBP3 BZ EQUITY,RLOG3 BZ EQUITY,GOAU3 BZ EQUITY,LOGG3 BZ EQUITY,FESA4 BZ EQUITY,MEAL3 BZ EQUITY,LJQQ3 BZ EQUITY,DMMO3 BZ EQUITY,TECN3 BZ EQUITY,SCAR3 BZ EQUITY,AGRO3 BZ EQUITY,CCPR3 BZ EQUITY,AURA33 BZ EQUITY,TIET3 BZ EQUITY,COCE5 BZ EQUITY,TRIS3 BZ EQUITY,EVEN3 BZ EQUITY,ITSA3 BZ EQUITY,DMVF3 BZ EQUITY,GEPA4 BZ EQUITY,LLIS3 BZ EQUITY,BBRK3 BZ EQUITY,BIDI11 BZ EQUITY,PGMN3 BZ EQUITY,BSEV3 BZ EQUITY,TGMA3 BZ EQUITY,AMAR3 BZ EQUITY,MILS3 BZ EQUITY,JPSA3 BZ EQUITY,LAVV3 BZ EQUITY,OFSA3 BZ EQUITY,HBSA3 BZ EQUITY,BMGB4 BZ EQUITY,LPSB3 BZ EQUITY,TFCO4 BZ EQUITY,PETZ3 BZ EQUITY,VAMO3 BZ EQUITY,MELK3 BZ EQUITY,PCAR3 BZ EQUITY,BMOB3 BZ EQUITY,ENJU3 BZ EQUITY,ESPA3 BZ EQUITY,BOAS3 BZ EQUITY,WEST3 BZ EQUITY,MDNE3 BZ EQUITY,CURY3 BZ EQUITY,INTB3 BZ EQUITY,ELMD3 BZ EQUITY,RDOR3 BZ EQUITY,MOSI3 BZ EQUITY,PLPL3 BZ EQUITY,ORVR3 BZ EQUITY,RRRP3 BZ EQUITY,MBLY3 BZ EQUITY,SEQL3 BZ EQUITY,CMIN3 BZ EQUITY,JALL3 BZ EQUITY,CASH3 BZ EQUITY,GMAT3 BZ EQUITY,OPCT3 BZ EQUITY,POWE3 BZ EQUITY,ALPK3 BZ EQUITY,NGRD3 BZ EQUITY,HBRE3 BZ EQUITY,CSED3 BZ EQUITY,AERI3 BZ EQUITY
2020-05-08,11.674,23.115,36.908,13.492,20.078,11.255,8.51,13.6,7.54,3.208,26.023,30.872,36.07,8.88,3.7,12.781,18.266,11.188,15.857,18.74,55.69,25.891,7.848,12.805,20.38,39.598,16.225,7.898,9.237,5.7059999999999995,17.373,8.18,17.489,9.78,5.228,11.0,27.04,36.796,11.811,19.496,22.191,26.3,10.079,13.401,87.205,60.991,20.347,12.126,27.101,26.614,18.487,15.105,22.7,13.76,28.55,10.37,20.834,13.16,25.416,11.42,8.213,20.3,19.11,11.241,35.697,18.386,8.284,33.658,19.035,14.535,17.571,7.4263,21.894,32.135,19.352,40.883,14.61,29.5,13.855,23.45,47.35,18.48,13.564,23.882,13.25,24.489,2.6109999999999998,4.8100000000000005,23.462,13.426,21.49,20.176,44.868,4.73,45.896,39.711,41.0,2.5620000000000003,8.85,7.9399999999999995,4.731,10.553,13.09,4.649,37.91,10.1,9.321,25.95,41.344,3.58,0.69,12.385,15.81,8.72,11.664,1.5899999999999999,1.08,24.82,22.87,8.15,8.803,22.096,30.88,6.701,2.5300000000000002,8.033,17.325,9.92,9.41,16.085,8.171,6.8,7.72,20.22,9.25,8.875,3.99,153.02,6.6,22.22,17.252,4.32,7.96,28.032,37.56,10.850999999999999,5.991,17.025,8.136,3.6630000000000003,4.918,,6.052,20.2,7.975,8.302,,,15.9,5.13,22.078,17.349,2.9,,1.381,1.15,33.99,19.257,11.954,,3.093,52.95,6.75,5.92,9.962,,40.77,5.17,2.07,25.689,,2.66,18.149,5.51,4.2,19.997,,27.019,,4.346,3.36,,,,,13.159,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,
2020-05-11,11.577,22.478,36.573,13.534,19.301,11.078,8.02,13.15,7.19,3.09,25.668,30.632,35.153,8.5,3.582,12.289,17.173,10.501,15.295,20.85,53.77,26.054,7.636,12.419,22.08,40.044,15.942,7.596,8.891,5.52,17.659,7.95,17.225,9.66,5.314,10.54,25.81,36.305,11.429,19.131,22.458,25.15,9.824,13.061,86.647,59.542,19.926,11.551,27.11,25.99,18.035,14.693,21.54,13.62,27.556,10.08,20.898,12.96,26.353,11.69,6.995,19.97,18.9,10.678,34.147,17.859,8.216,32.467,18.693,14.845,17.105,7.9567,21.953,32.875,18.838,39.414,13.6,27.958,13.708,23.16,47.6,18.15,13.105,23.96,13.75,24.082,2.581,4.76,23.172,13.407,21.66,19.802,43.84,4.52,44.639,38.92,41.72,2.513,8.88,7.35,4.712,10.201,13.19,4.514,38.495,9.72,8.914,25.02,41.939,3.58,0.65,11.665,15.693,8.75,11.605,1.41,1.04,24.76,21.95,8.0,8.823,21.744,30.65,6.621,2.5300000000000002,7.797,16.339,9.91,8.99,15.394,7.7379999999999995,6.5,7.33,21.1,8.66,8.885,3.85,150.197,6.413,22.1,16.405,4.3,7.36,27.579,39.062,10.537,5.938,17.867,8.003,3.496,4.878,,6.061,20.17,8.005,8.106,,,15.77,4.896,22.607,17.065,2.7800000000000002,,1.322,1.11,32.3,20.041,11.814,,3.046,51.99,6.67,5.71,9.835,,40.645,4.92,2.03,25.709,,2.6,17.271,5.36,3.88,18.782,,26.512,,4.161,3.43,,,,,13.183,,,,,,6.03,,,,,,,,,,,,,,,,,,,,,
2020-05-12,11.364,21.159,35.991,12.822,19.437,10.831,7.88,12.53,6.78,2.991,24.998,31.62,34.131,8.61,3.484,11.926,16.876,10.115,15.255,20.37,54.37,25.136,7.462,12.296,20.47,39.908,15.435,7.376,8.306,5.324,17.077,7.82,16.688,9.45,5.208,10.0,24.65,35.708,10.712,18.302,21.791,24.9,10.141,13.984,89.208,58.23,18.91,11.288,26.918,25.941,17.653,14.222,20.668,13.113,27.129,9.94,21.549,12.64,26.061,11.59,7.304,19.52,18.39,10.272,32.048,17.153,7.982,32.844,19.015,14.389,17.123,7.3968,21.197,33.743,18.679,38.312,13.42,27.371,13.67,23.74,48.55,18.14,13.418,22.719,14.27,23.855,2.412,4.59,21.946,13.223,21.6,18.985,43.592,4.36,44.382,39.252,39.81,2.3449999999999998,8.55,7.15,4.6530000000000005,9.997,12.01,4.301,37.177,9.93,8.815,23.5,40.104,3.41,0.63,11.425,15.527,8.81,10.838,1.25,1.04,26.01,21.9,7.75,8.623,21.793,30.6,6.372,2.362,7.608,15.442,9.95,8.75,14.955,7.728,6.2,7.09,20.8,8.4,8.523,3.68,147.802,6.117,22.04,16.138,4.23,7.07,27.408,38.899,10.615,5.926,17.951,8.183,3.437,4.829,,5.994,19.04,7.915,7.95,,,15.35,4.848,21.744,16.875,2.79,,1.263,1.02,30.51,19.79,11.439,,2.956,52.29,6.5,5.6899999999999995,9.454,,41.45,4.78,1.99,25.041,,2.7,16.393,4.9399999999999995,3.75,18.603,,25.926,,3.948,3.34,,,,,13.035,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
2020-05-13,10.918,21.25,37.234,12.452,19.058,10.753,7.52,12.29,6.19,3.379,25.116,31.649,34.541,8.45,3.277,11.434,16.588,10.087,15.078,22.85,53.12,24.41,7.187,11.854,21.67,38.133,15.318,7.248,8.258,5.06,16.583,7.99,16.542,9.25,5.196,10.07,23.78,35.343,10.588,17.887,22.039,25.0,9.745,13.955,91.102,57.799,18.946,10.743,27.265,26.92,17.859,13.928,19.528,12.867,28.153,9.85,21.017,12.7,25.943,11.89,6.732,19.6,18.01,9.856,32.43,17.491,8.021,31.553,18.654,13.632,17.297,7.1021,21.188,33.793,17.947,38.312,13.33,27.172,13.745,25.25,50.59,17.59,13.173,22.464,14.51,24.027,2.283,4.35,21.347,12.844,23.25,18.601,44.584,4.15,44.61,39.291,39.49,2.296,9.14,6.8,4.496,9.509,12.2,4.244,37.672,9.6,8.438,23.2,39.053,3.32,0.6,11.521,15.302,8.43,10.514,1.3900000000000001,1.01,24.07,22.01,8.05,8.903,21.773,29.43,6.122,2.233,7.561,15.113,9.92,8.16,14.614,7.285,6.1,6.54,20.26,8.39,8.27,3.74,144.656,5.95,22.36,15.456,4.65,7.09,26.661,37.078,10.409,6.013,17.727,8.316,3.407,4.868,,5.79,17.7,7.557,7.559,,,15.6,4.682,21.136,16.733,2.68,,1.174,1.0,28.51,19.46,10.867,,2.8609999999999998,52.79,6.31,5.27,9.767,,40.607,4.5600000000000005,1.95,26.048,,2.56,15.466,4.58,3.75,18.912,,25.36,,3.87,3.23,,,,,12.779,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,
2020-05-14,11.383,22.906,37.599,12.727,20.243,11.295,8.39,11.6,6.57,3.217,25.52,31.026,36.127,9.49,3.4939999999999998,11.542,17.787,9.983,15.541,23.06,52.59,25.461,7.9030000000000005,12.833,22.17,40.257,15.981,7.861,8.373,5.138,17.413,8.61,17.45,9.63,5.344,10.43,24.12,36.911,10.645,17.67,22.611,25.6,9.444,13.916,88.551,57.838,20.805,10.811,27.583,26.881,18.32,13.879,19.865,13.207,28.878,10.93,21.005,12.82,26.568,11.76,6.396,20.54,18.0,10.087,33.24,17.63,8.313,33.063,18.586,13.235,17.288,7.495,22.12,33.842,17.511,35.665,13.68,29.142,13.845,24.45,47.54,17.4,14.659,23.403,14.35,24.444,2.422,4.55,21.724,13.116,22.4,19.004,44.17,4.2,44.744,40.639,40.14,2.355,9.02,6.63,4.712,10.123,11.95,4.215,37.028,9.75,9.212,23.0,38.003,3.31,0.61,11.309,15.605,8.25,11.212,1.41,1.0,23.59,22.38,7.85,9.062,21.998,29.9,6.222,2.263,7.655,15.492,9.9,8.77,14.604,7.304,6.1,6.64,21.02,8.44,8.448,3.9,153.96,6.1,22.51,16.77,4.43,7.26,27.749,37.107,10.517,5.926,17.306,8.325,3.614,4.819,,5.761,17.44,7.796,7.48,,,16.15,4.75,20.842,17.377,2.67,,1.223,1.03,28.0,19.393,10.885,,2.9939999999999998,51.99,6.49,5.21,9.806000000000001,,41.536,4.46,2.0,26.496,,2.54,17.015,4.88,3.9699999999999998,19.091,,24.237,,4.055,3.45,,,,,11.979,,,,,,5.75,,,,,,,,,,,,,,,,,10.5,,,,
2020-05-15,11.286,22.951,36.879,12.892,19.582,10.812,7.88,11.08,6.23,3.3609999999999998,25.609,31.544,37.77,9.63,3.415,10.736,17.461,9.927,15.413,22.66,52.34,24.984,7.692,11.91,23.44,40.742,15.425,7.513,8.066,4.845,17.373,8.4,16.698,9.34,5.396,10.86,23.81,36.96,10.741,17.157,21.543,25.94,9.342,13.974,85.78,56.546,20.741,11.658,27.381,26.228,17.761,14.32,19.528,13.151,28.282,10.73,20.466,12.2,26.793,11.5,6.087,19.66,19.73,11.112,32.18,18.585,7.943,33.182,18.4,13.264,17.233,7.0725999999999996,21.217,34.256,17.521,34.799,13.0,30.047,13.753,23.33,45.03,17.15,13.838,22.445,14.04,24.353,2.383,4.51,22.033,13.203,21.73,19.093,44.134,4.21,43.715,39.613,37.8,2.2560000000000002,8.68,6.58,4.673,10.123,11.47,4.398,36.096,9.4,9.301,24.67,38.419,3.32,0.6,11.223,14.902,8.83,12.225,1.38,1.0,22.15,21.28,7.55,8.863,21.352,29.53,6.292,2.352,7.495,14.954,9.89,8.73,14.449,7.186,6.0,6.6,20.82,8.7,8.4,3.69,150.311,6.3,22.75,16.484,4.34,7.14,28.07,37.704,11.184,6.038,16.744,8.439,3.564,4.839,,5.839,17.25,7.458,7.461,,,15.3,4.535,21.087,17.766,2.73,,1.184,1.01,26.9,19.809,10.735,,2.956,51.98,6.44,5.26,9.386,,40.243,4.38,1.96,26.347,,2.54,16.807,4.79,4.37,19.768,,24.039,,3.88,3.4,,,,,11.029,,,,,,6.3,,,,,,,,,,,,,,,,,9.55,,,,
2020-05-18,11.732,24.18,40.272,13.526,20.117,11.659,8.28,14.39,6.59,3.434,26.407,34.191,40.111,9.76,3.641,11.621,18.228,11.837,16.005,21.74,55.38,26.178,8.169,12.739,26.95,42.682,16.157,8.035,8.69,5.305,18.064,9.0,17.576,10.16,5.634,12.43,26.44,38.394,11.123,16.959,22.411,27.99,9.868,12.586,83.837,59.836,22.334,12.837,28.316,26.604,19.026,15.105,19.746,12.838,30.071,12.27,21.083,12.91,26.041,11.77,6.677,20.84,20.58,11.693999999999999,33.36,19.022,8.333,35.942,18.595,13.458,17.791,7.9469,22.237,35.815,19.224,36.73,13.18,33.341,13.907,21.79,41.18,18.54,14.747,23.989,13.11,25.177,2.621,4.9,22.612,15.028,20.0,20.776,47.082,4.65,45.477,42.104,41.0,2.434,8.87,6.79,4.986,11.645,12.93,4.514,36.304,9.9,10.125,25.82,39.311,3.45,0.61,11.665,15.39,9.64,13.228,1.52,1.01,23.84,22.0,8.3,9.421,21.871,29.88,6.78,2.481,8.203,17.106,9.87,9.25,14.926,8.043,6.4,7.4,25.0,9.0,8.81,4.0,153.941,6.51,23.61,16.553,3.96,7.74,28.6,40.738,11.871,6.188,16.829,8.639,3.879,4.918,,5.955,17.73,7.955,7.695,,,16.21,4.906,23.108,17.889,2.94,,1.204,1.07,29.49,19.412,11.589,,2.9939999999999998,52.19,7.04,5.86,9.786,,40.425,4.59,2.14,27.912,,2.64,18.593,5.4,4.73,19.907,,24.039,,4.064,3.56,,,,,11.169,,,,,,6.89,,,,,,,,,,,,,,,,,9.8,,,,
2020-05-19,11.577,23.588,40.932,13.509,19.398,11.945,8.74,13.65,6.44,3.388,25.796,34.661,38.897,10.45,3.543,11.600999999999999,18.554,11.649000000000001,15.758,22.0,55.32,25.471,8.022,12.607,26.0,41.703,15.611,7.806,9.122,5.314,17.541,9.05,17.059,10.59,5.532,11.65,26.05,37.951,10.722,16.91,22.392,27.29,10.037,13.207,91.85,61.197,21.693,12.194,27.265,27.514,19.301,14.281,20.301,12.621,30.687,11.63,20.504,12.47,25.865,11.55,6.405,20.12,20.21,11.241,32.54,19.012,8.04,36.528,18.751,12.905,17.544,7.7701,21.276,35.026,19.105,37.653,13.89,34.893,14.613,21.3,41.76,18.68,14.796,22.983,13.48,25.177,2.532,4.83,22.602,14.688,20.04,20.737,48.166,4.61,44.344,43.599,40.3,2.434,9.29,6.8,4.947,11.606,12.35,4.504,36.602,9.99,10.205,27.23,41.334,3.84,0.6,11.761,15.839,9.75,13.572,1.56,1.0,24.36,22.5,8.35,9.421,21.509,29.55,6.601,2.501,7.939,17.106,9.87,9.26,14.517,7.6690000000000005,6.2,8.0,27.0,8.7,8.75,3.9,151.195,6.44,23.58,16.84,3.96,7.42,27.796,40.468,11.479,6.2379999999999995,16.81,8.582,3.81,4.927,,5.916,18.5,8.024,7.441,,,15.83,4.945,22.794,18.961,2.94,,1.204,1.05,28.55,18.938,11.514,,2.909,51.99,6.83,5.8100000000000005,9.532,,40.904,4.82,2.03,27.912,,2.58,18.297,5.54,4.51,20.335,,23.641,,4.055,3.45,,,,,11.013,,,,,,6.89,,,,,,,,,,,,,,,,,9.74,,,,
2020-05-20,11.771,23.679,42.382,13.534,20.282,12.517,8.57,15.33,6.58,3.551,25.924,35.092,38.821,10.27,3.503,11.719,18.746,12.448,15.522,22.47,55.47,26.111,8.215,13.181,26.17,40.461,15.903,8.026,9.304,5.305,17.274,9.47,17.235,11.19,5.441,12.68,25.95,37.585,11.046,17.176,22.439,27.88,10.139,12.78,88.232,62.088,21.501,12.749,26.754,26.554,20.233,14.222,21.382,12.687,31.582,11.4,20.49,12.88,25.514,12.15,6.913,20.33,20.57,11.713,33.71,19.3,8.05,38.007,20.645,12.905,17.462,8.0156,21.188,34.473,19.679,38.293,14.4,35.122,14.194,21.05,40.25,19.3,15.108,23.237,13.06,25.16,2.551,5.05,22.834,14.63,19.85,20.953,48.221,4.57,44.715,42.993,39.32,2.444,9.16,6.75,4.986,11.421,12.45,4.562,37.315,9.85,10.135,26.7,40.154,3.79,0.63,12.173,15.644,9.94,13.74,1.56,1.02,24.05,23.74,8.45,8.883,21.617,29.63,6.501,2.481,7.948,17.574,9.93,9.99,15.296,8.761,6.1,8.24,26.26,8.6,8.775,4.0,152.468,6.3870000000000005,23.37,17.502,3.94,7.55,27.068,41.123,11.155,6.228,16.613,8.962,3.996,4.947,,5.945,19.35,8.333,7.725,,,16.2,4.828,23.36,18.771,2.85,,1.184,1.05,28.31,20.274,11.448,,2.965,52.0,7.0,6.1,9.581,,42.14,4.98,2.07,26.018,,2.59,18.642,5.66,4.64,20.753,,23.83,,4.045,3.55,,,,,10.999,,,,,,7.0,,,,,,,,,,,,,,,,,9.9,,,,
2020-05-21,11.519,24.08,46.357,14.274000000000001,21.458,13.975,8.52,15.43,6.59,3.569,26.496,33.893,41.668,10.67,3.425,11.847,20.155,12.166,16.123,21.8,56.52,27.955,8.619,14.631,26.39,41.557,16.879,8.465,10.207,5.3629999999999995,17.314,10.21,18.191,12.29,5.755,12.5,26.98,38.384,11.304,17.571,23.031,31.2,10.44,12.314,86.308,64.193,21.611,13.821,27.535,26.564,21.293,15.124,22.115,12.867,33.242,12.09,21.378,13.17,25.455,12.76,6.405,20.61,20.73,11.334,33.91,20.006,8.479,40.479,19.523,13.099,18.001,8.1826,22.404,35.766,19.748,40.186,15.11,36.107,14.541,20.4,38.48,19.19,16.076,24.615,12.51,25.931,2.7,4.97,23.587,14.834,19.07,21.957,46.963,4.7,45.325,43.257,42.38,2.6109999999999998,9.49,6.74,5.241,12.191,12.96,4.668,37.117,10.89,10.423,26.81,43.247,3.92,0.65,12.721,15.975999999999999,10.1,13.69,1.56,1.04,26.42,26.6,8.85,8.932,22.34,29.9,6.76,2.5300000000000002,8.648,18.232,9.91,9.88,15.54,8.998,6.3,8.43,27.5,8.68,9.0,4.22,153.476,6.783,24.28,17.828,3.79,7.64,28.193,41.884,11.734,6.14,18.138,9.341,4.203,4.977,,6.013,19.65,8.203,7.862,,,16.77,4.838,23.726,19.055,2.88,,1.204,1.06,28.45,19.189,11.945,,2.928,51.75,7.32,6.33,9.962,,40.741,5.21,2.04,26.018,,2.61,18.652,6.21,4.8100000000000005,21.251,,24.039,,3.996,3.69,,,,,11.269,,,,,,6.97,,,,,,,,,,,,,,,,,9.8,,,,
2020-05-22,11.383,25.317,45.44,14.49,21.604,13.276,8.5,14.8,6.47,3.524,26.89,33.232,41.916,10.35,3.356,11.405,19.302,11.733,16.084,21.76,56.59,27.238,8.756,14.01,25.99,41.712,16.606,8.566,9.871,5.207,17.797,9.65,18.299,11.91,5.676,12.23,25.58,37.816,11.161,17.389,22.42,30.92,10.398,12.489,84.863,61.677,23.268,12.564,27.39,25.08,20.793,13.653,22.115,12.734,32.517,12.32,21.009,12.8,24.743,13.21,6.514,20.89,19.82,11.426,34.1,19.608,8.645,37.104,19.523,13.118,18.212,7.8585,22.522,34.631,19.323,38.849,15.2,36.007,14.381,20.65,38.61,18.67,15.734,24.058,12.63,25.94,2.601,4.72,24.089,14.494,19.2,21.553,46.173,4.3,44.705,42.016,44.17,2.532,9.7,6.92,5.045,11.46,12.36,4.735,36.919,11.3,10.433,25.54,41.354,3.7800000000000002,0.64,12.845,16.142,9.5,13.081,1.56,1.03,25.9,26.57,8.45,9.311,22.291,29.42,6.691,2.441,8.373,18.112,9.98,9.8,15.637,8.751,6.2,7.78,26.9,9.0,9.258,3.9699999999999998,153.96,6.563,24.0,17.314,3.8,7.51,28.902,41.894,11.459,6.113,18.12,9.218,4.085,4.927,,6.1,18.9,8.293,8.077,,,16.27,4.779,23.211,19.122,2.87,,1.164,1.02,27.6,18.967,11.907,,2.899,52.1,7.1,6.23,10.256,,40.674,5.06,2.05,27.084,,2.58,17.804,5.84,4.62,22.216,,23.84,,3.948,3.4699999999999998,,,,,11.441,,,,,,6.89,,,,,,,,,,,,,,,,,9.85,,,,
2020-05-25,11.897,27.065,49.533,15.417,22.352,14.094,8.64,15.34,6.86,3.678,28.378,33.107,44.419,10.45,3.621,12.152,21.306,13.267,16.981,21.75,59.5,30.095,9.197,15.752,26.39,44.234,17.933,9.179,10.197,5.5,19.249,10.18,19.597,12.96,5.999,12.6,27.53,39.722,11.935,17.765,23.507,33.15,10.804,12.265,87.086,62.421,24.358,13.373,27.487,25.476,22.215,14.33,23.226,12.772,34.684,13.76,21.288,13.55,23.962,14.0,7.086,21.3,20.11,11.731,35.14,20.175,9.016,40.082,19.005,12.914,18.55,8.4675,23.503,35.164,20.134,40.779,15.0,36.515,15.067,20.78,37.7,19.48,16.613,25.397,12.3,26.145,2.7,4.88,25.74,16.251,18.87,23.207,46.017,4.73,46.096,44.156,49.9,2.68,11.21,7.66,5.26,12.766,13.8,4.967,37.712,12.15,10.532,27.52,42.434,3.9,0.69,13.393,17.274,10.11,13.671,1.63,1.06,26.1,27.97,9.4,10.258,23.094,29.6,6.88,2.59,9.186,18.849,10.0,10.09,15.92,8.692,6.7,8.46,28.98,9.2,9.44,4.19,153.875,6.83,24.33,18.164,3.75,8.48,30.084,43.329,12.018,6.2379999999999995,18.054,9.246,4.242,5.124,,6.245,20.14,8.522,8.683,,,16.55,4.965,23.756,18.809,3.21,,1.223,1.12,29.5,19.228,12.592,,2.956,53.08,7.88,6.97,10.529,,42.149,5.16,2.08,29.905,,2.63,18.948,6.5600000000000005,4.7,22.445,,24.138,,4.152,3.7199999999999998,,,,,11.893,,,,,,7.4,,,,,,,,,,,,,,,,,9.87,,,,
2020-05-26,12.149,27.201,48.537,15.723,22.449,14.478,8.53,14.75,6.64,3.596,28.565,32.311,44.419,10.1,3.749,11.749,20.587,12.702,16.932,22.5,62.4,29.417,9.555,15.206,26.47,43.361,17.123,9.582,10.600999999999999,5.324,19.14,10.03,18.748,13.12,5.9190000000000005,12.29,27.93,40.097,11.83,17.567,24.013,32.43,10.918,12.459,95.079,62.548,24.944,13.178,29.415,26.614,21.372,14.781,23.315,12.592,33.471,13.84,21.716,13.43,25.719,13.7,6.714,21.41,20.6,11.472,36.08,20.542,8.704,37.878,19.337,13.409,18.678,8.1532,22.571,35.795,20.342,41.523,14.46,36.694,16.085,20.67,37.88,19.67,16.711,24.576,12.35,26.107,2.661,4.9,25.451,15.853,18.85,23.62,45.19,4.8100000000000005,46.667,43.286,50.15,3.005,11.57,7.9399999999999995,5.104,12.454,13.47,4.928,40.071,12.35,10.393,28.27,41.185,4.27,0.66,13.124,17.069,11.63,13.622,1.6099999999999999,1.05,25.98,26.83,9.15,11.564,22.301,30.25,7.189,2.55,9.186,18.421,9.98,10.14,16.27,9.037,6.9,8.32,28.8,9.07,9.5,4.21,154.626,7.133,24.69,18.678,3.73,8.33,29.829,43.348,11.429,6.332,17.502,9.417,4.281,4.967,,6.371,19.97,8.651,8.849,,,16.7,4.848,23.756,19.074,3.05,,1.213,1.11,29.7,19.441,12.798,,2.871,53.12,7.97,7.1,10.236,,41.268,5.29,2.21,33.095,,2.61,18.415,6.95,4.85,21.958,,25.33,,4.21,3.7800000000000002,,,,,11.967,,,,,,7.34,,,,,,,,,,,,,,,,,9.91,,,,
